shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
24795,51.71443,-121.3185,40,10072
24795,51.71552,-121.3186,41,10193
24795,51.71906,-121.3197,42,10592
24795,51.71978,-121.32008,43,10676
24795,51.7211,-121.32154,44,10853
24795,51.72245,-121.32361,45,11060
24795,51.72336,-121.32471,46,11186
24795,51.72762,-121.32714,47,11687
24795,51.7277,-121.32878,48,11805
24795,51.7276,-121.33111,49,11971
24795,51.72754,-121.33142,50,11992
24795,51.72594,-121.33563,51,12330
24795,51.72575,-121.33591,52,12358
24795,51.72336,-121.33689,53,12630
24795,51.72182,-121.33699,54,12801
24795,51.72109,-121.3372,55,12882
24795,51.72011,-121.338,56,13003
24795,51.71909,-121.33856,57,13122
24795,51.71869,-121.33895,58,13174
24795,51.71852,-121.33925,59,13202
24795,51.71845,-121.33993,60,13250
24795,51.71861,-121.34039,61,13286
24795,51.7193,-121.34164,62,13400
24795,51.72031,-121.34398,63,13596
24795,51.72101,-121.34494,64,13697
24795,51.72124,-121.34532,65,13733
24795,51.72144,-121.3458,66,13773
24795,51.72139,-121.34685,67,13844
24795,51.72092,-121.34823,68,13952
24795,51.7208,-121.34873,69,13989
24795,51.72074,-121.34925,70,14025
24795,51.72075,-121.34969,71,14055
24795,51.7208,-121.35,72,14077
24795,51.72108,-121.35061,73,14129
24795,51.72188,-121.35139,74,14232
24795,51.72269,-121.35285,75,14367
24795,51.72368,-121.35376,76,14494
24795,51.72386,-121.35397,77,14518
24795,51.72441,-121.3552,78,14623
24795,51.72554,-121.3571,79,14803
24795,51.72601,-121.35764,80,14866
24795,51.72749,-121.35833,81,15035
24795,51.72801,-121.35841,82,15093
24795,51.72878,-121.35821,83,15179
24795,51.72906,-121.35823,84,15210
24795,51.72929,-121.35835,85,15236
24795,51.72957,-121.35864,86,15273
24795,51.73042,-121.36029,87,15420
24795,51.73069,-121.3605,88,15454
24795,51.73175,-121.36081,89,15572
24795,51.73282,-121.36151,90,15699
24795,51.73365,-121.36288,91,15830
24795,51.73467,-121.36507,92,16018
24795,51.73594,-121.3671,93,16217
24795,51.73693,-121.36802,94,16343
24795,51.73793,-121.36921,95,16481
24795,51.73831,-121.36958,96,16530
24795,51.73852,-121.37001,97,16567
24795,51.73883,-121.37184,98,16697
24795,51.73886,-121.37568,99,16961
24795,51.73895,-121.37643,100,17013
24795,51.7391,-121.37674,101,17040
24795,51.74128,-121.3789,102,17322
24795,51.74193,-121.37923,103,17398
24795,51.74222,-121.37927,104,17430
24795,51.7427,-121.379,105,17494
24795,51.74304,-121.37914,106,17541
24795,51.74467,-121.3789,107,17722
24795,51.74695,-121.37799,108,17981
24795,51.74716,-121.37783,109,18006
24795,51.74913,-121.37375,110,18362
24795,51.74924,-121.37324,111,18399
24795,51.74908,-121.36802,112,18757
24795,51.74877,-121.36481,113,18981
24795,51.74871,-121.36334,114,19082
24795,51.74996,-121.36104,115,19291
24795,51.75048,-121.35948,116,19412
24795,51.75051,-121.35914,117,19435
24795,51.75045,-121.35807,118,19509
24795,51.75011,-121.35637,119,19632
24795,51.75008,-121.35394,120,19799
24795,51.75063,-121.35028,121,20058
24795,51.75073,-121.34875,122,20163
24795,51.7509,-121.348,123,20218
24795,51.75093,-121.34771,124,20238
24795,51.7509,-121.34657,125,20316
24795,51.75074,-121.34568,126,20380
24795,51.75056,-121.34529,127,20412
24795,51.75042,-121.34509,128,20432
24795,51.7502,-121.34495,129,20458
24795,51.74998,-121.3449,130,20482
24795,51.74966,-121.34502,131,20518
24795,51.74813,-121.34661,132,20720
24795,51.74554,-121.34856,133,21036
24795,51.74527,-121.34854,134,21066
24795,51.74507,-121.34819,135,21098
24795,51.74492,-121.34695,136,21185
24795,51.74332,-121.3431,137,21502
24795,51.74309,-121.34275,138,21536
24795,51.74236,-121.34207,139,21628
24795,51.74217,-121.34169,140,21662
24795,51.74209,-121.34136,141,21686
24795,51.74208,-121.34095,142,21713
24795,51.74224,-121.33967,143,21802
24795,51.74221,-121.33929,144,21828
24795,51.74213,-121.33902,145,21848
24795,51.74195,-121.33876,146,21874
24795,51.741,-121.338,147,21992
24795,51.74001,-121.33755,148,22105
24795,51.73965,-121.33733,149,22148
24795,51.73853,-121.33597,150,22302
24795,51.73823,-121.33581,151,22336
24795,51.73788,-121.33583,152,22375
24795,51.73766,-121.33599,153,22401
24795,51.73732,-121.33639,154,22447
24795,51.73688,-121.33669,155,22500
24795,51.73642,-121.33678,156,22550
24795,51.73601,-121.33671,157,22595
24795,51.73427,-121.3356,158,22802
24795,51.73261,-121.33559,159,22986
24795,51.7316,-121.33536,160,23098
24795,51.7314,-121.33524,161,23121
24795,51.73082,-121.33462,162,23198
24795,51.73028,-121.33363,163,23287
24795,51.73008,-121.33341,164,23314
24795,51.72909,-121.33269,165,23434
24795,51.72784,-121.33071,166,23626
24795,51.72763,-121.33063,167,23648
24795,51.72756,-121.3288,168,23780
24795,51.72763,-121.32848,169,23807
24795,51.72763,-121.32785,170,23850
24795,51.7275,-121.32735,171,23887
24795,51.72722,-121.32692,172,23929
24795,51.72336,-121.32471,173,24384
24795,51.72245,-121.32361,174,24510
24795,51.7211,-121.32154,175,24717
24795,51.71978,-121.32008,176,24894
24795,51.71552,-121.3186,177,25377
24795,51.71046,-121.31808,178,25940
24795,51.70719,-121.31785,179,26303
24795,51.7065,-121.31794,180,26380
24795,51.70563,-121.31834,181,26480
24795,51.70145,-121.32185,182,27003
24795,51.70067,-121.32217,183,27092
24795,51.69923,-121.3222,184,27252
24795,51.69861,-121.32208,185,27321
24795,51.69387,-121.31916,186,27885
24795,51.69085,-121.31719,187,28247
24795,51.69162,-121.3138,188,28494
24795,51.6916,-121.3134,189,28522
24795,51.69084,-121.31136,190,28686
24795,51.69055,-121.31085,191,28733
24795,51.69048,-121.31056,192,28754
24795,51.69047,-121.30957,193,28822
24795,51.69073,-121.308,194,28935
24795,51.69083,-121.30773,195,28959
24795,51.68982,-121.30686,196,29085
24795,51.68926,-121.30769,197,29169
24795,51.68878,-121.3095,198,29305
24795,51.68859,-121.30996,199,29343
24795,51.6879,-121.31091,200,29444
24795,51.6876,-121.31115,201,29480
24795,51.68667,-121.31119,202,29583
24795,51.68591,-121.31142,203,29668
24795,51.68558,-121.3113,204,29705
24795,51.68465,-121.31026,205,29830
24795,51.6836,-121.30986,206,29950
24795,51.68315,-121.30928,207,30013
24795,51.68282,-121.3098,208,30064
24795,51.67884,-121.30336,209,30691
24795,51.67491,-121.29594,210,31365
24795,51.67379,-121.29452,211,31524
24795,51.66635,-121.29056,212,32394
24795,51.66069,-121.28779,213,33049
24795,51.6597,-121.28735,214,33164
24795,51.65854,-121.2875,215,33292
24795,51.65811,-121.28767,216,33340
24795,51.65715,-121.28871,217,33467
24795,51.65617,-121.29111,218,33665
24795,51.65589,-121.29195,219,33730
24795,51.65517,-121.2933,220,33852
24795,51.65395,-121.29444,221,34009
24795,51.65124,-121.29612,222,34331
24795,51.65006,-121.29659,223,34466
24795,51.64833,-121.29647,224,34658
24795,51.64731,-121.29619,225,34773
24795,51.64656,-121.29624,226,34855
24795,51.64636,-121.29471,227,34962
24795,51.64561,-121.29508,228,35052
24795,51.6441,-121.29554,229,35226
24795,51.64331,-121.29596,230,35326
24795,51.64317,-121.29587,231,35348
24795,51.64213,-121.29623,232,35465
24795,51.64186,-121.29636,233,35500
24795,51.64162,-121.29599,234,35540
24795,51.64133,-121.29584,235,35574
24795,51.64026,-121.29597,236,35689
24795,51.64007,-121.29582,237,35713
24795,51.63994,-121.29623,238,35744
24795,51.64005,-121.29764,239,35842
24795,51.63911,-121.29789,240,35948
24795,51.63899,-121.29726,241,35997
