stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
120040,Ridgeview Drive at Sidegrove Crt,49.06572,-122.34927,0,120040
107005,Blueridge Dr at Ridgeview Dr,49.0674,-122.34799,0,107005
107006,Blueridge Dr at Clearbrook Rd,49.06454,-122.33882,0,107006
107007,Clearbrook Rd at Austin Ave,49.06189,-122.33805,0,107007
107008,Clearbrook Rd at Maclure Rd,49.05961,-122.338,0,107008
107009,Clearbrook Rd at Coral Ave,49.05741,-122.338,0,107009
107010,Clearbrook Rd at G Ferguson Way,49.05569,-122.33803,0,107010
107030,Essendene Ave at Montrose Ave,49.04894,-122.28991,0,107030
107031,Essendene Ave at Gladys Ave,49.04893,-122.28721,0,107031
107032,Old Yale Rd at Willow Lane,49.04784,-122.28373,0,107032
107035,Old Yale Rd at McAdam Rd,49.04846,-122.26559,0,107035
107036,Old Yale Rd at McMillan Rd,49.04873,-122.26182,0,107036
107037,McMillan Rd at Old Yale Rd,49.04898,-122.26022,0,107037
107038,McMillan Rd at Chantrell Pl,49.05186,-122.26038,0,107038
107039,McMillan Rd at McCabe Pl,49.05335,-122.2604,0,107039
107040,McKee Rd at McBride St,49.05563,-122.25713,0,107040
107041,McKee Rd at Glenshiel Dr,49.05595,-122.25501,0,107041
107042,McKee Rd at Glencoe Pl,49.05657,-122.25319,0,107042
107043,McKee Rd at Cassiar Ave,49.05828,-122.2511,0,107043
107044,McKee Rd at High Dr,49.05975,-122.25019,0,107044
107045,McKee Rd at McKee Dr,49.06221,-122.24829,0,107045
107046,McKee Rd at Purcell Ave,49.0632,-122.2462,0,107046
107047,McKee Rd at McKinley Dr,49.06385,-122.24494,0,107047
107048,McKinley Dr at McKinley Pl,49.06599,-122.24429,0,107048
107049,McKinley Dr at Sandy Hill Rd,49.06754,-122.24148,0,107049
107050,35400 Blk Sandy Hill Rd,49.06795,-122.24464,0,107050
107051,Sandy Hill Rd at Burnside Dr,49.06991,-122.24798,0,107051
107052,Sandy Hill Rd at Sandy Hill Pl,49.07116,-122.24819,0,107052
107190,UFV Abbotsford,49.02881,-122.28292,0,107190
107195,King Rd at McKenzie Rd,49.03147,-122.28331,0,107195
107196,King Rd at College Dr,49.03137,-122.28833,0,107196
107197,King Rd at McCallum Rd,49.0313,-122.29138,0,107197
120024,McCallum Rd at McCallum P&R,49.03237,-122.29297,0,120024
107198,McCallum Rd at Rainbow Ave,49.03673,-122.29317,0,107198
107154,McCallum Rd at Mayfair Ave,49.04036,-122.29328,0,107154
107155,McCallum Rd at Wildwood Dr,49.04171,-122.29331,0,107155
107156,McCallum Rd at Busby Rd,49.04353,-122.29335,0,107156
107157,McCallum Rd at McDougall Ave,49.04503,-122.29338,0,107157
107200,Essendene Ave at Pauline St,49.0491,-122.29206,0,107200
107201,South Fraser Way at Roberts Ave,49.04947,-122.29578,0,107201
107202,South Fraser Way at Bourquin Cres E,49.04981,-122.29886,0,107202
107203,South Fraser Way at Alliance St,49.05022,-122.3024,0,107203
107191,Ware St at Robertson Ave,49.04887,-122.30454,0,107191
107167,Old Yale Rd at Clearbrook Rd West Side,49.052,-122.33872,0,107167
107168,Old Yale Rd at Centennial St,49.05207,-122.34195,0,107168
107169,Old Yale Rd at Princess St,49.0521,-122.34397,0,107169
107170,Old Yale Rd at Sunnyside St,49.05282,-122.34803,0,107170
107171,Old Yale Rd at Maclure Rd,49.05304,-122.35423,0,107171
107172,Maclure Rd at Townline Rd,49.05438,-122.36074,0,107172
107108,Sandpiper Dr at Mt Lehman Rd,49.06271,-122.38004,0,107108
107109,Goldfinch St at Goldfinch Pl,49.06371,-122.37657,0,107109
107111,Blueridge Dr at Blue Jay St,49.06583,-122.37146,0,107111
107112,Blue Jay St at Sandpiper Dr,49.06097,-122.37061,0,107112
107113,Blue Jay St at Osprey Dr W,49.05831,-122.37056,0,107113
107115,31000 Blk Maclure Rd,49.05459,-122.3647,0,107115
107118,Old Yale Rd at Sunnyside St,49.05269,-122.34731,0,107118
107119,Old Yale Rd at Victoria St,49.05193,-122.34296,0,107119
107120,Old Yale Rd at Clearbrook Rd,49.05187,-122.33845,0,107120
107130,McCallum Rd at Cannon Ave,49.04497,-122.29351,0,107130
107131,McCallum Rd at Wildwood Dr,49.04214,-122.29345,0,107131
107132,McCallum Rd at Mayfair Ave,49.0405,-122.29341,0,107132
107185,McCallum Rd at Rainbow Ave,49.03734,-122.29336,0,107185
107186,McCallum Rd at McCallum P&R,49.03267,-122.29313,0,107186
107187,King Rd at McCallum Rd,49.03119,-122.29239,0,107187
107188,King Rd at College Dr,49.03128,-122.28828,0,107188
107189,King Rd at King Cres,49.03139,-122.28351,0,107189
107143,B St at 6 Ave,49.00754,-122.26303,0,107143
107144,B St at 4 Ave,49.0057,-122.26301,0,107144
107145,2 Ave at Sumas Way,49.00422,-122.26491,0,107145
107141,34500 Blk McConnell Rd,49.02407,-122.26691,0,107141
107140,Sumas Shopping Centre,49.02712,-122.26671,0,107140
107147,Lonzo Rd at Sumas Way,49.03473,-122.26854,0,107147
107148,1800 Blk Vedder Way,49.03579,-122.2716,0,107148
107149,Marshall Rd at Riverside Rd,49.03832,-122.27484,0,107149
107150,Marshall Rd at Eldorado Pl,49.03849,-122.2789,0,107150
107153,Marshall Rd at McCallum Rd,49.03903,-122.2917,0,107153
107158,Montrose Ave at Essendene Ave,49.04919,-122.29028,0,107158
107159,G Ferguson Way at McCallum Rd,49.05013,-122.29275,0,107159
107204,George Ferguson Way at Nelson Pl,49.05478,-122.31186,0,107204
107205,George Ferguson Way at Gladwin Rd,49.05539,-122.31625,0,107205
107206,32700 Blk G Ferguson Way,49.05534,-122.31913,0,107206
107207,G Ferguson Way at Oriole Cres,49.05486,-122.3221,0,107207
107121,Clearbrook Rd at Sunrise Cres,49.04757,-122.33727,0,107121
107213,Peardonville Rd at Arbutus St,49.04585,-122.33948,0,107213
107214,Peardonville Rd at Grant St,49.0459,-122.34334,0,107214
107175,South Fraser Way at Stanley St,49.04678,-122.34498,0,107175
107176,South Fraser Way at Center St,49.04778,-122.3423,0,107176
107177,South Fraser Way at Countess St,49.04888,-122.33925,0,107177
107211,Clearbrook Rd at Old Yale Rd,49.05147,-122.3376,0,107211
107178,G Ferguson Way at Clearbrook Rd,49.05482,-122.33664,0,107178
107179,G Ferguson Way at Tims St,49.05489,-122.3333,0,107179
107180,G Ferguson Way at Boulder St,49.05498,-122.32892,0,107180
107183,G Ferguson Way at Gladwin Rd West Side,49.0553,-122.31586,0,107183
107184,G Ferguson Way at Gladwin Rd East Side,49.05518,-122.31372,0,107184
107133,Marshall Rd at McCallum Rd,49.03897,-122.29219,0,107133
107134,Marshall Rd at Salton Rd,49.03881,-122.28842,0,107134
107135,Marshall Rd at McKenzie Rd,49.03859,-122.28347,0,107135
107138,1800 Blk Vedder Way,49.03519,-122.27149,0,107138
107139,Lonzo Rd at Sumas Way,49.03481,-122.26811,0,107139
107146,1200 Blk Sumas Way,49.02573,-122.26542,0,107146
107142,Sumas Way at Vye Rd,49.01531,-122.26537,0,107142
107350,McMillan Rd at Old Yale Rd,49.04821,-122.26034,0,107350
120043,Abbotsford Rec Centre,49.0487,-122.26256,0,120043
107394,Delair Rd at Griffiths Rd,49.03612,-122.26568,0,107394
107395,Delair Rd at Ackerman Crt,49.03366,-122.25673,0,107395
107396,Delair Rd at Everett Rd,49.03393,-122.2538,0,107396
107397,Delair Rd at Nickel Crt,49.035,-122.24975,0,107397
107398,Delair Rd at Angus Campbell Rd,49.03591,-122.24598,0,107398
107399,Delair Rd at Rockwell Dr,49.03686,-122.24353,0,107399
107400,N Parallel Rd at Whatcom Rd,49.03949,-122.22179,0,107400
120049,Townline Rd at Firhill Dr,49.06442,-122.35997,0,120049
120048,Maclure Rd at Blue Jay St,49.05522,-122.36934,0,120048
120047,Maclure Rd at Livingstone Ave,49.055,-122.36833,0,120047
107501,Bourquin Exch Bay C,49.0484,-122.30914,0,107501
105733,Trethewey St at Simon Ave,49.05289,-122.32672,0,105733
105738,Trethewey St at Diamond Cres,49.05695,-122.32681,0,105738
105725,Maclure Rd at Trethewey St,49.06019,-122.32771,0,105725
105724,Clearbrook Rd at Sorrento Ave,49.06685,-122.33815,0,105724
105723,Downes Rd at Clearbrook Rd,49.07456,-122.34718,0,105723
105730,Townline Rd at Downes Rd,49.07418,-122.36001,0,105730
105736,Townline Rd at Southern Dr,49.05646,-122.36006,0,105736
105734,Trethewey St at G Ferguson Way,49.05458,-122.3268,0,105734
105735,Trethewey St at Veterans Way,49.05273,-122.32678,0,105735
107756,Mission City Stn Bay 2,49.13389,-122.30416,0,107756
107820,3rd Ave at Columbia St,49.13618,-122.29674,0,107820
107884,Stave Lake St at 4th Ave,49.13683,-122.29277,0,107884
107822,Stave Lake St at 5A Ave,49.13857,-122.29277,0,107822
107823,Stave Lake St at 7th Ave,49.14009,-122.29275,0,107823
107824,Stave Lake St at 9th Ave,49.14124,-122.29273,0,107824
107827,Horne St at 12th Ave,49.14539,-122.30236,0,107827
107828,Horne St at 13th Ave,49.14691,-122.30238,0,107828
107829,Cade Barr St at Knight Ave,49.14902,-122.3014,0,107829
107795,Cherry Ave at Cade Barr St,49.15464,-122.30255,0,107795
107796,Cherry Ave at Nottman St,49.15465,-122.30741,0,107796
107797,Cherry Ave at Judith St,49.15471,-122.31265,0,107797
107798,Cherry Ave at Cedar St,49.15467,-122.31506,0,107798
107861,3rd Ave at Columbia St,49.13622,-122.29778,0,107861
107499,Bourquin Exch Bay A,49.04809,-122.30873,0,107499
107754,Junction Mall,49.13014,-122.31907,0,107754
107783,Mission Hills Mall,49.13253,-122.32061,0,107783
107759,Hurd St at Scott Ave,49.13533,-122.33268,0,107759
107880,Hurd St at Diamond Ave,49.13745,-122.33269,0,107880
107761,Hurd St at Pleasantview Cres,49.13882,-122.3327,0,107761
107762,7th Ave at Hurd St,49.14019,-122.33193,0,107762
107763,7th Ave at Blott St,49.14019,-122.33036,0,107763
107764,7th Ave at Peterson St,49.14019,-122.32535,0,107764
107765,7th Ave at Briskham St,49.1402,-122.32041,0,107765
107766,7th Ave at Cedar Valley Connector,49.1402,-122.3177,0,107766
107850,Alder St at 7th Ave,49.1399,-122.31339,0,107850
107781,Scott Ave at Hurd St,49.1351,-122.33313,0,107781
107871,32100 Blk Rai Ave,49.13273,-122.33463,0,107871
107788,Grand St at 9th Ave,49.14157,-122.30947,0,107788
107789,Grand St at 10th Ave,49.14287,-122.30946,0,107789
107817,7th Ave at Horne St,49.13976,-122.30207,0,107817
107877,Columbia St at 5th Ave,49.13823,-122.29748,0,107877
107849,James St at 4th Ave,49.13734,-122.30711,0,107849
107851,Alder St at 4th Ave,49.1373,-122.31341,0,107851
120031,Chances Casino,49.13245,-122.30021,0,120031
107258,Ware St at Vinewood St,49.04123,-122.30457,0,107258
107259,Ware St at Brundige Ave,49.03983,-122.30458,0,107259
107358,Marshall Rd at Vinewood St,49.03838,-122.30299,0,107358
107359,Marshall Rd at Horizon St,49.03855,-122.30071,0,107359
107360,Horizon St at Rainbow Ave,49.03711,-122.29993,0,107360
107361,Lynn Ave at Horizon St,49.03607,-122.29817,0,107361
107363,Lynn Ave at Westbury Ave,49.03616,-122.29384,0,107363
107215,G Ferguson Way at Montrose Ave,49.05011,-122.28974,0,107215
107216,G Ferguson Way at Cyril St,49.05009,-122.28612,0,107216
107217,G Ferguson Way at Campbell Ave,49.05009,-122.28219,0,107217
107218,G Ferguson Way at Hemlock Cres,49.05007,-122.27929,0,107218
107219,Ash St at G Ferguson Way,49.05048,-122.27764,0,107219
107220,Ash St at Redwood Ave,49.05308,-122.27726,0,107220
107221,2900 Blk Old Clayburn Rd,49.05492,-122.27475,0,107221
107222,Immel St at Old Clayburn Rd,49.05726,-122.27179,0,107222
107223,Immel St at Maclure Rd,49.05913,-122.27188,0,107223
107224,Laburnum Ave at Maclure Rd,49.06072,-122.27323,0,107224
107225,34500 Blk Laburnum Ave,49.06232,-122.27018,0,107225
107228,34900 Blk Laburnum Ave,49.06448,-122.25758,0,107228
107229,Latimer St at Seneca Crt,49.06663,-122.25712,0,107229
107230,Latimer St at Exbury Ave,49.06849,-122.25722,0,107230
107231,Latimer St at Millar Cres,49.06965,-122.25935,0,107231
107232,Prior Ave at Latimer St,49.07077,-122.26136,0,107232
107234,Latimer St at Cooper Pl,49.07219,-122.26097,0,107234
107235,Latimer St at Prior Ave,49.07029,-122.26015,0,107235
107236,Latimer St at Millar Cres,49.0686,-122.25734,0,107236
107481,Latimer St at Laburnum Ave,49.06605,-122.2565,0,107481
107483,Laburnum Ave at Sussex St,49.06414,-122.26257,0,107483
107237,Mierau St at Ascott Ave,49.06436,-122.26618,0,107237
107238,Davie St at Davie Crt,49.06664,-122.26564,0,107238
107239,Davie St at De Cosmos Ave,49.06849,-122.26543,0,107239
107240,Prior Ave at Davie St,49.0707,-122.26438,0,107240
107241,Davie St at Davie Crt,49.06645,-122.26571,0,107241
107242,Mierau St at Donlyn Ave,49.06511,-122.26626,0,107242
107243,Laburnum Ave at Mierau St,49.06345,-122.26665,0,107243
107244,Laburnum Ave at Epson Crt,49.06313,-122.2684,0,107244
107245,34400 Blk Laburnum Ave,49.06227,-122.27099,0,107245
107246,Laburnum Ave at Maclure Rd,49.06058,-122.27342,0,107246
107247,Immel St at Maclure Rd,49.05952,-122.27221,0,107247
107248,Immel St at Old Clayburn Rd,49.05714,-122.2719,0,107248
107249,Ash St at Walnut Ave,49.05293,-122.27737,0,107249
107250,Ash St at G Ferguson Way,49.05045,-122.27776,0,107250
107251,G Ferguson Way at Park Dr,49.05016,-122.28094,0,107251
107252,G Ferguson Way at Cyril St,49.05017,-122.28554,0,107252
107253,G Ferguson Way at Gladys Ave,49.05019,-122.28726,0,107253
107254,G Ferguson Way at W Railway St,49.0502,-122.28963,0,107254
107260,Marshall Rd at Ware St,49.03832,-122.3052,0,107260
107261,Marshall Rd at Maplewood Pl,49.03826,-122.30889,0,107261
107262,Marshall Rd at Abbotsford Hospital,49.0382,-122.31208,0,107262
107263,Marshall Rd at Gladwin Rd,49.03818,-122.31661,0,107263
107264,Marshall Rd at Emerson St,49.03821,-122.31896,0,107264
107265,Marshall Rd at Broadway St,49.03823,-122.32326,0,107265
107267,Marshall Rd at Beaver St,49.03827,-122.32984,0,107267
107268,Marshall Rd at Meadows St,49.03829,-122.33336,0,107268
107270,Clearbrook Rd at Madiera Pl,49.04087,-122.33709,0,107270
107271,Clearbrook Rd at Melmar Ave,49.04267,-122.337,0,107271
107272,Clearbrook Rd at Oak Ave,49.04396,-122.33701,0,107272
107279,Clearbrook Rd at Oak Ave,49.04377,-122.33709,0,107279
107280,Clearbrook Rd at Sherwood Cres,49.04168,-122.33726,0,107280
107282,Marshall Rd at Beaver St,49.03821,-122.32842,0,107282
107283,Marshall Rd at Emerson St,49.03817,-122.32016,0,107283
107284,Marshall Rd at Gladwin Rd,49.03812,-122.31625,0,107284
107285,Marshall Rd at Abbotsford Hospital,49.03818,-122.31055,0,107285
107286,Ware St at Marshall Rd,49.03884,-122.30451,0,107286
107287,Ware St at Brundige Ave,49.04036,-122.3045,0,107287
120007,Lougheed Hwy at Haig St,49.13305,-122.32191,0,120007
107758,Hurd St at Lougheed Hwy,49.13347,-122.32942,0,107758
107767,Cedar St at 7th Ave,49.1412,-122.31633,0,107767
107768,Cedar St at 10th Ave,49.14313,-122.31627,0,107768
