stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
107769,Cedar St at Charnley Dr,49.14536,-122.31615,0,107769
107770,14th Ave at Cedar St,49.14742,-122.31739,0,107770
107771,14th Ave at Tanager St,49.14742,-122.32227,0,107771
107772,32400 Blk 14th Ave,49.14745,-122.32705,0,107772
107773,14th Ave at Caribou St,49.14745,-122.33138,0,107773
107774,Holiday Ave at Hurd St,49.14474,-122.33348,0,107774
107775,Holiday Ave at Wren St,49.14474,-122.33771,0,107775
107776,Wren St at Silverdale Ave,49.14362,-122.33852,0,107776
107777,Wren St at Oriole Ave,49.13982,-122.33842,0,107777
107778,Wren St at Westview Ave,49.1379,-122.33838,0,107778
107779,Wren St at Hillcrest Ave,49.13605,-122.33833,0,107779
107870,Rai Ave at Wren St,49.13272,-122.33696,0,107870
107755,Lougheed Hwy at Haig St,49.13289,-122.3211,0,107755
107786,Murray St at 6th Ave,49.13905,-122.29984,0,107786
107787,7th Ave at Horne St,49.13988,-122.30312,0,107787
107883,7th Ave at Taulbut St,49.13987,-122.3062,0,107883
107790,Grand St at 14th Ave,49.14704,-122.30914,0,107790
107791,Hyde St at Arbutus Ave,49.14975,-122.30907,0,107791
107792,Best Ave at Hyde St,49.15099,-122.30872,0,107792
107793,Best Ave at Philbert St,49.15079,-122.3032,0,107793
107794,Cade Barr St at Hawthorne Ave,49.15351,-122.30183,0,107794
107800,Fennell St at Mitchell Ave,49.15672,-122.32037,0,107800
107801,Cherry Ave at Harris St,49.15462,-122.31853,0,107801
107802,Cedar St at Cherry Ave,49.15403,-122.31609,0,107802
107803,Cedar St at Adams Ave,49.14987,-122.3161,0,107803
107804,Cedar St at 14th Ave,49.14701,-122.31614,0,107804
107805,Cedar St at Charnley Dr,49.14523,-122.31623,0,107805
107806,Cedar St at 10th Ave,49.14188,-122.3164,0,107806
107807,32700 Blk Cedar Valley Connector,49.13862,-122.31909,0,107807
107830,Cherry Ave at Aster Terr,49.15457,-122.29862,0,107830
107831,Harms St at Cherry Ave,49.15492,-122.29376,0,107831
107832,Harms St at Dewdney Trunk Rd,49.15765,-122.29389,0,107832
107833,Dewdney Trunk Rd at Kimball St,49.15818,-122.29,0,107833
107835,Stave Lake St at Cherry Ave,49.15415,-122.28655,0,107835
107836,Best Ave at Melburn Dr,49.15148,-122.28681,0,107836
107838,Best Ave at Cade Barr St,49.15087,-122.30088,0,107838
107839,Cade Barr St at Laurel Ave,49.1491,-122.30147,0,107839
107840,Horne St at 13th Ave,49.14693,-122.30245,0,107840
107841,Horne St at 11th Ave,49.14482,-122.30242,0,107841
107844,Stave Lake St at 9th Ave,49.14126,-122.2928,0,107844
107845,7th Ave at Stave Lake St,49.13986,-122.29374,0,107845
107846,7th Ave at Columbia St,49.13985,-122.29643,0,107846
107847,James St at 7th Ave,49.13942,-122.30718,0,107847
107855,Draper St at Douglas Ave,49.1553,-122.2551,0,107855
107856,Moffat Ave at Lawrence Lane,49.15128,-122.26061,0,107856
107857,Manson St at Norrish Ave,49.14684,-122.2685,0,107857
107485,Gladys Ave at Morey Ave,49.05424,-122.28675,0,107485
107486,Hwy 11 at McCallum Rd,49.06679,-122.28612,0,107486
107490,Riverside St at Harris Rd,49.10431,-122.29415,0,107490
107491,Riverside St at Grace Ave,49.10774,-122.2942,0,107491
107492,Riverside St at Fore Rd,49.11183,-122.29428,0,107492
107322,Marshall Rd at Sumas Way,49.03816,-122.2677,0,107322
107324,Marshall Rd at Walker Cres,49.03831,-122.26226,0,107324
107325,Marshall Rd at Sierra Pl,49.03837,-122.25829,0,107325
107326,Marshall Rd at Everett St,49.03843,-122.25353,0,107326
107327,Marshall Rd at Sandstone Dr,49.03847,-122.25012,0,107327
107328,Marshall Rd at Munroe Ave,49.04072,-122.24848,0,107328
107329,Marshall Rd at Old Yale Rd,49.04219,-122.24712,0,107329
107330,Old Yale Rd at Marshall Rd,49.04207,-122.24594,0,107330
107336,Whatcom Rd at Mountain Dr,49.04533,-122.22358,0,107336
107337,Lower Sumas Mountain Rd at Marshall Rd,49.04901,-122.2235,0,107337
107338,Marshall Rd at Whatcom Rd,49.04957,-122.2284,0,107338
107339,Marshall Rd at Mountain Dr,49.04821,-122.23065,0,107339
107340,Mountain Dr at Sundew Pl,49.04632,-122.23011,0,107340
107341,Mountain Dr at Eaglecrest Dr,49.04482,-122.23014,0,107341
107342,Mountain Dr at Heatherstone Pl,49.04353,-122.23302,0,107342
107343,Boley St at Mountain Dr,49.04234,-122.23218,0,107343
107344,Canterbury Ave at Boley St,49.04108,-122.23236,0,107344
107345,Timberlane Dr at Lion Crt,49.04025,-122.23443,0,107345
107346,35600 Blk Timberlane Dr,49.04073,-122.23782,0,107346
107347,Marshall Rd at Old Yale Rd,49.04271,-122.24563,0,107347
107493,Marshall Rd at Camden Crt,49.04141,-122.24839,0,107493
107353,Marshall Rd at McMillan Rd,49.03837,-122.26117,0,107353
107354,Marshall Rd at Griffiths Rd,49.03832,-122.26397,0,107354
107355,Marshall Rd at Eleanor Ave,49.03827,-122.26634,0,107355
107356,Marshall Rd at Sumas Way,49.03829,-122.26819,0,107356
107357,Marshall Rd at Vedder Way,49.03822,-122.27179,0,107357
120022,McKenzie Rd at Marshall Rd,49.03918,-122.28224,0,120022
107393,McKenzie Rd at Victory Blvd,49.04113,-122.28237,0,107393
107392,McKenzie Rd at Lobban Rd,49.04544,-122.2877,0,107392
107348,Old Yale Rd at Marshall Rd,49.04292,-122.24676,0,107348
107349,Old Yale Rd at St Moritz Way,49.04762,-122.25453,0,107349
107351,McMillan Rd at Anora Dr,49.04275,-122.26045,0,107351
107352,McMillan Rd at Mila St,49.04047,-122.26061,0,107352
107747,27400 Blk 32 Ave,49.06048,-122.4648,0,107747
107740,276 St at Fraser Hwy,49.05696,-122.45979,0,107740
107438,Swensson Ave at Trolley St,49.0512,-122.45324,0,107438
107440,Lefeuvre Rd at Junction Ave,49.05278,-122.44866,0,107440
107441,Lefeuvre Rd at Trestle Ave,49.05533,-122.44869,0,107441
107442,Fraser Hwy at Lefeuvre Rd,49.05732,-122.44713,0,107442
107443,Fraser Hwy at Cottonwood St,49.05714,-122.43986,0,107443
107444,Fraser Hwy at Bradner Rd,49.05693,-122.42861,0,107444
107445,Fraser Hwy at Ross Rd,49.05758,-122.40296,0,107445
107446,Fraser Hwy at Mt Lehman Rd,49.05603,-122.38424,0,107446
107447,Mt Lehman Rd at Canary Crt,49.05243,-122.38122,0,107447
107448,Mt Lehman Rd at Great Northern Ave,49.04964,-122.38126,0,107448
107449,Mt Lehman Rd at Progressive Way,49.04759,-122.3813,0,107449
107450,Simpson Rd at Peardonville Rd,49.0462,-122.37233,0,107450
107414,Peardonville Rd at Queen St,49.0461,-122.36676,0,107414
107415,31100 Blk Peardonville Rd,49.04596,-122.36258,0,107415
107425,31200 Blk Peardonville Rd,49.04588,-122.35822,0,107425
107426,Peardonville Rd at Livingstone Ave,49.04699,-122.35327,0,107426
107276,South Fraser Way at Peardonville Rd,49.04593,-122.34927,0,107276
107408,South Fraser Way at Minter St,49.05121,-122.33352,0,107408
107409,Peardonville Rd at Livingstone Ave,49.04682,-122.35254,0,107409
107410,31200 Blk Peardonville Rd,49.04592,-122.3585,0,107410
107427,31100 Blk Peardonville Rd,49.04603,-122.36345,0,107427
107498,Peardonville Rd at Simpson Rd,49.04622,-122.36898,0,107498
107428,Simpson Rd at Peardonville Rd,49.04624,-122.37234,0,107428
107429,Mt Lehman Rd at Simpson Rd,49.04791,-122.38122,0,107429
107430,Mt Lehman Rd at Progressive Way,49.0493,-122.3812,0,107430
107431,Mt Lehman Rd at Canary Crt,49.05259,-122.38115,0,107431
107432,Fraser Hwy at Mt Lehman Rd,49.05613,-122.38347,0,107432
107433,Fraser Hwy at Ross Rd,49.05763,-122.40489,0,107433
107436,Fraser Hwy at Lefeuvre Rd,49.05743,-122.44953,0,107436
107437,27800 Blk Fraser Hwy,49.05755,-122.45445,0,107437
107742,27400 Blk 28 Ave,49.05317,-122.46455,0,107742
107744,272 St at 28 Ave,49.05383,-122.47064,0,107744
107487,Riverside St at Fore Rd,49.11194,-122.29434,0,107487
107488,Riverside St at St Olaf Ave,49.10761,-122.29427,0,107488
107489,Riverside St at Harris Rd,49.10424,-122.29422,0,107489
107256,Hwy 11 at McCallum Rd,49.06536,-122.28641,0,107256
107255,Gladys Ave at Morey Ave,49.05377,-122.28698,0,107255
107385,Auguston Elementary School,49.08362,-122.21842,0,107385
107386,Blauson Blvd at Lester Pearson Way,49.08202,-122.21487,0,107386
107387,McKee Rd at Buckingham Dr,49.073,-122.22189,0,107387
107388,36000 Blk McKee Rd,49.07118,-122.22552,0,107388
120028,35800 Blk McKee Rd,49.07118,-122.23258,0,120028
107389,McKee Rd at Ledgeview Dr,49.06953,-122.23709,0,107389
107377,McKee Rd at McKinley Dr,49.06474,-122.24415,0,107377
120016,Old Clayburn Rd at Beverly Cres,49.06014,-122.26372,0,120016
107375,Old Clayburn Rd at Saddle St,49.05944,-122.26783,0,107375
107391,Old Clayburn Rd at York Ave,49.0569,-122.27125,0,107391
107374,Old Clayburn Rd at York Ave,49.05726,-122.27065,0,107374
105727,34900 Blk Old Clayburn Rd,49.06127,-122.25651,0,105727
107378,McKee Rd at Whatcom Rd,49.06604,-122.24116,0,107378
107379,McKee Rd at Ledgeview Dr,49.06954,-122.23699,0,107379
120027,35800 Blk McKee Rd,49.07113,-122.23257,0,120027
120026,36000 Blk McKee Rd,49.07113,-122.22552,0,120026
107380,McKee Rd at Buckingham Dr,49.07303,-122.22162,0,107380
107381,Blauson Blvd at Lester Pearson Way,49.08189,-122.21454,0,107381
107382,Auguston Pky S at Blauson Blvd,49.08284,-122.21751,0,107382
107383,Auguston Pky S at Bill Reid Terr,49.08095,-122.22164,0,107383
107384,Auguston Pky S at Stephen Leacock Dr,49.07992,-122.22353,0,107384
107451,1800 Blk Mt Lehman Rd,49.0357,-122.37838,0,107451
107452,Approach Dr at Cornell St,49.029,-122.37828,0,107452
107453,Tower St at Firecat Ave,49.02948,-122.37578,0,107453
107454,1800 Blk Mt Lehman Rd,49.03577,-122.37831,0,107454
107455,2200 Blk Peardonville Rd,49.04225,-122.3746,0,107455
107456,2300 Blk Peardonville Rd,49.04505,-122.37147,0,107456
107457,2300 Blk Peardonville Rd,49.045,-122.37162,0,107457
107458,Peardonville Rd at Iron Mills Crt,49.04084,-122.3763,0,107458
120018,Bevan Ave at Ware St,49.042,-122.30509,0,120018
105737,Trethewey St at Maclure Rd,49.06098,-122.32695,0,105737
105739,Gladwin Rd at Highland Ave,49.06743,-122.31601,0,105739
105729,Gladwin Rd at Old Riverside Rd,49.06561,-122.31603,0,105729
105732,Bevan Ave at Cascade St,49.04178,-122.32338,0,105732
105726,Exbury Ave at Laburnum Ave,49.06825,-122.25506,0,105726
120017,Sandy Hill Rd at Old Clayburn Rd,49.07165,-122.24908,0,120017
107401,36000 Blk N Parallel Rd,49.03662,-122.22634,0,107401
107402,35900 Blk N Parallel Rd,49.03572,-122.22919,0,107402
107403,1900 Blk N Parallel Rd,49.03705,-122.23199,0,107403
107404,Old Yale Rd at Delair Rd,49.03909,-122.23967,0,107404
107405,Gladys Ave at Lumar Pl,49.04135,-122.27482,0,107405
107406,Gladys Ave at Serl Rd,49.04302,-122.27805,0,107406
107407,34000 Blk Gladys Ave,49.04512,-122.28302,0,107407
120011,Gladys Ave at Cyril St,49.04692,-122.28564,0,120011
107411,Townline Rd at Wheel Ave,49.04437,-122.3601,0,107411
107416,Wheel Ave at Carpenter St,49.04374,-122.35823,0,107416
107417,Windsor St at Wheel Ave,49.04423,-122.35532,0,107417
107420,Martens St at Monarch Crt,49.03978,-122.35141,0,107420
107421,Marshall Rd at Martens St,49.03858,-122.35426,0,107421
107422,Marshall Rd at Carpenter St,49.03865,-122.3584,0,107422
107423,Townline Rd at Marshall Rd,49.03974,-122.36006,0,107423
107424,2200 Blk Townline Rd,49.04196,-122.36005,0,107424
107412,Wheel Ave at Townline Rd,49.04382,-122.36073,0,107412
107413,Wheel Ave at Queen St,49.04402,-122.36688,0,107413
107364,King Rd at Kipling St,49.0312,-122.29642,0,107364
107365,King Rd at Kempley Crt,49.03111,-122.301,0,107365
107366,King Rd at Jackson St,49.03099,-122.30681,0,107366
107367,Jackson St at Hawthorne Ave,49.03318,-122.30719,0,107367
107368,Hawthorne Ave at Highview St,49.03331,-122.30215,0,107368
107369,King Rd at Kempley Crt,49.03106,-122.30101,0,107369
107370,King Rd at Kirklyn St,49.03117,-122.29577,0,107370
107371,Marshall Rd at McCallum Rd,49.03898,-122.29524,0,107371
107372,33400 Blk Marshall Rd,49.03883,-122.29729,0,107372
107373,Marshall Rd at Horizon St,49.03862,-122.30039,0,107373
120050,Egglestone Ave at Cedar St,49.1583,-122.31732,0,120050
920002,Abbotsford Garage,49.05753,-122.28462,0,920002
120000,Carvolth Exch Bay 13,49.16078,-122.66032,0,120000
108269,Tyson Rd at Cumberland Ave,49.10692,-121.97682,0,108269
108116,Knight Rd at Topaz Dr,49.13978,-121.96748,0,108116
108119,Knight Rd at Evans Rd,49.14001,-121.976,0,108119
108274,Evans Rd at Sumas Central Rd,49.13404,-121.97768,0,108274
108272,Tyson Rd at South Sumas Rd,49.1191,-121.9764,0,108272
108078,Vedder Rd at Luckakuck Way,49.14179,-121.9606,0,108078
120004,Lickman P&R,49.14496,-122.00529,0,120004
120003,McCallum P&R,49.03259,-122.29241,0,120003
124000,Vedder Rd at Luckakuck Way,49.14018,-121.95957,0,124000
120005,Lickman P&R,49.14493,-122.00475,0,120005
120014,Hwy 11 at Harris Rd,49.10315,-122.28984,0,120014
108277,Luckakuck Way at Vedder Rd,49.14107,-121.95893,0,108277
108314,Young Rd at Olds Dr,49.1507,-121.9486,0,108314
108313,Airport Rd at Young Rd,49.15475,-121.95003,0,108313
108310,Airport Rd at Cessna Dr W,49.15511,-121.94581,0,108310
108309,Airport Rd at Cessna Dr E,49.15627,-121.94061,0,108309
108169,Broadway at McCaffrey Blvd,49.15988,-121.93523,0,108169
108170,Broadway at Chilliwack Central Rd,49.1627,-121.93476,0,108170
108171,Broadway at Ramona Dr,49.16586,-121.93538,0,108171
108285,Broadway at 1st Ave,49.16865,-121.93532,0,108285
108139,Broadway at Pine Ave,49.17023,-121.93534,0,108139
108140,Broadway at Cedar Ave,49.17142,-121.93536,0,108140
108141,Broadway at Fraser Ave,49.17387,-121.93538,0,108141
108142,Broadway at Clayton Ave,49.17612,-121.9354,0,108142
108304,Yale Rd at Menzies St,49.17809,-121.93385,0,108304
108296,Yale Rd at McNaught Rd,49.18023,-121.92717,0,108296
108295,McNaught Rd at Epp Dr,49.17752,-121.92684,0,108295
108293,McNaught Rd at Paula Cres,49.17415,-121.92686,0,108293
108291,Carleton St at Adanac Ave,49.17299,-121.92837,0,108291
108288,1st Ave at Windsor St,49.16915,-121.92973,0,108288
108286,1st Ave at Broadway,49.16909,-121.93387,0,108286
108303,1st Ave at Woodbine St,49.16904,-121.93796,0,108303
108302,1st Ave at Aspen Pl,49.16899,-121.94149,0,108302
108301,1st Ave at Williams St,49.16894,-121.94483,0,108301
108300,1st Ave at Nowell St,49.16895,-121.94834,0,108300
124082,1st Ave at Young Rd,49.16896,-121.95351,0,124082
108134,1st Ave at Young Rd,49.16888,-121.95086,0,108134
108135,1st Ave at Nowell St,49.1689,-121.94834,0,108135
108136,1st Ave at Williams St,49.1689,-121.94443,0,108136
108137,1st Ave at Garden Dr,49.16894,-121.94129,0,108137
108138,1st Ave at Woodbine St,49.16899,-121.93778,0,108138
108287,1st Ave at Armitage St,49.16905,-121.93328,0,108287
108289,1st Ave at Hiebert St,49.1691,-121.92943,0,108289
108290,9400 Blk Carleton St,49.17253,-121.92829,0,108290
108292,McNaught Rd at Paula Cres,49.17444,-121.92679,0,108292
108294,McNaught Rd at Epp Dr,49.17745,-121.92676,0,108294
108297,Yale Rd at Carleton St,49.17976,-121.92884,0,108297
108298,Yale Rd at Menzies St,49.17813,-121.93388,0,108298
108281,Broadway at Clayton Ave,49.1758,-121.93547,0,108281
108282,Broadway at Fraser Ave,49.17383,-121.93546,0,108282
108283,Broadway at Cedar Ave,49.17142,-121.93544,0,108283
108284,Broadway at 1st Ave,49.16853,-121.9354,0,108284
108305,Broadway at Ramona Dr,49.16553,-121.93534,0,108305
108306,Broadway at Chilliwack Central Rd,49.16289,-121.93477,0,108306
108307,Broadway at McCaffrey Blvd,49.15982,-121.9353,0,108307
108308,Airport Rd at Cessna Dr E,49.15631,-121.94064,0,108308
108311,Airport Rd at Cessna Dr W,49.15511,-121.94618,0,108311
108312,Airport Rd at Young Rd,49.15483,-121.95004,0,108312
124041,Young Rd at Airport Rd,49.15335,-121.95147,0,124041
108315,Young Rd at Olds Dr,49.1498,-121.94858,0,108315
108276,45800 Blk Luckakuck Way,49.14255,-121.95782,0,108276
108117,Knight Rd at Diamond Cres,49.13988,-121.97027,0,108117
108118,Knight Rd at Garnet Dr,49.13999,-121.97257,0,108118
108231,Tyson Rd at Balmoral Ave,49.11533,-121.9764,0,108231
108264,Tyson Rd at Keith Wilson Rd,49.10435,-121.97669,0,108264
108073,Yale Rd at Hodgins Ave,49.16704,-121.95863,0,108073
124017,Yale Rd at Alexander Ave,49.16492,-121.95901,0,124017
108074,Yale Rd at Hocking Ave,49.15873,-121.95864,0,108074
124030,Yale Rd at Airport Rd,49.15541,-121.96109,0,124030
108076,Yale Rd at Vibe Access,49.15249,-121.96383,0,108076
108077,Vedder Rd at Yale Rd,49.14794,-121.96374,0,108077
108079,Vedder Rd at Knight Rd,49.13758,-121.95895,0,108079
108080,Vedder Rd at Webb Ave,49.13521,-121.95957,0,108080
108081,Vedder Rd at Spruce Dr,49.13092,-121.96053,0,108081
124009,Vedder Rd at Manuel Rd,49.12738,-121.96014,0,124009
108082,Vedder Rd at Stevenson Rd,49.1225,-121.95985,0,108082
108083,Vedder Rd at South Sumas Rd,49.11798,-121.95843,0,108083
108085,5800 Blk Vedder Rd,49.10845,-121.95928,0,108085
108086,Vedder Rd at Wren Rd,49.10582,-121.96115,0,108086
124015,Keith Wilson Rd at Garrison Blvd,49.10396,-121.96658,0,124015
124073,Keith Wilson Rd at Kathleen Dr,49.1039,-121.97517,0,124073
108268,Tyson Rd at Keith Wilson Rd,49.1029,-121.97629,0,108268
108263,UFV Chilliwack Campus,49.10134,-121.97337,0,108263
108091,Keith Wilson Rd at Dieppe St,49.10381,-121.96543,0,108091
108092,Vedder Rd at Wren Rd,49.10562,-121.96129,0,108092
108093,5865 Vedder Rd,49.10877,-121.95901,0,108093
108096,Vedder Rd at South Sumas Rd,49.11897,-121.95878,0,108096
108247,6500 Blk Vedder Rd,49.12085,-121.95958,0,108247
108097,Vedder Rd at Stevenson Rd,49.12317,-121.95986,0,108097
108098,Vedder Rd at Manuel Rd,49.12792,-121.96001,0,108098
108099,Vedder Rd at Britton Ave,49.13092,-121.96046,0,108099
108100,Vedder Rd at Alder Ave,49.13404,-121.95984,0,108100
108101,Vedder Rd at Storey Ave,49.13665,-121.95888,0,108101
108102,Vedder Rd at Knight Rd,49.13789,-121.9587,0,108102
108104,7800 Blk Vedder Rd,49.14268,-121.96073,0,108104
108105,Yale Rd at Vedder Rd,49.14918,-121.964,0,108105
108106,Yale Rd at Vibe Access,49.15223,-121.96371,0,108106
108107,Yale Rd at Airport Rd,49.1554,-121.96101,0,108107
108108,Yale Rd at Hocking Ave,49.15885,-121.95857,0,108108
124006,45700 Blk Yale Rd,49.1602,-121.95869,0,124006
108110,Yale Rd at Cheam Ave,49.16595,-121.95869,0,108110
124007,Yale Rd at Victor St,49.17238,-121.94808,0,124007
108280,Williams St at Yale Rd,49.17408,-121.94568,0,108280
124069,Portage Ave at Linwood St,49.17806,-121.94157,0,124069
108299,Portage Ave at Woodbine St,49.17871,-121.938,0,108299
108143,Yale Rd at Woodbine St,49.17646,-121.93815,0,108143
108144,Yale Rd at Hazel St,49.17581,-121.93981,0,108144
108145,Yale Rd at Charles St,49.17434,-121.94352,0,108145
108146,Yale Rd at Williams St,49.17326,-121.94596,0,108146
108071,Yale Rd at Fletcher St,49.17176,-121.94993,0,108071
108173,Menzies St at Riverside Dr,49.18137,-121.93611,0,108173
108174,Kent Rd at Hope River Rd,49.18445,-121.93505,0,108174
108175,Strathcona Rd at Kent Rd,49.18686,-121.93557,0,108175
108176,Strathcona Rd at Crystal Dr,49.18688,-121.94137,0,108176
108177,46200 Blk Clare Ave,49.18785,-121.94558,0,108177
108178,Young Rd at Clare Ave,49.18758,-121.95256,0,108178
108179,Young Rd at Avalon Ave,49.18413,-121.95255,0,108179
108180,Young Rd at Henley Ave,49.18013,-121.95264,0,108180
108244,Young Rd at Yates Ave,49.1782,-121.95265,0,108244
108245,Lewis Ave at Cook St,49.17762,-121.95505,0,108245
108246,Lewis Ave at Sidney St,49.1776,-121.95798,0,108246
108181,Corbould St at Henderson Ave,49.17539,-121.9601,0,108181
108182,Corbould St at Wellington Ave,49.17354,-121.96123,0,108182
108183,Corbould St at Kipp Ave,49.17227,-121.96221,0,108183
108132,Spadina Ave at Mary St,49.16984,-121.95851,0,108132
108120,Evans Rd at Yale Rd,49.14645,-121.97733,0,108120
108121,Evans Rd at Commercial Crt,49.14805,-121.97685,0,108121
108122,8200 Blk Eagle Landing Pky,49.15149,-121.9771,0,108122
108123,8400 Blk Eagle Landing Pky,49.15529,-121.97752,0,108123
108124,Ashwell Rd at Trutch Ave,49.16054,-121.97596,0,108124
108125,Ashwell Rd at Lazenby Rd,49.1622,-121.97437,0,108125
108126,Ashwell Rd at Bernard Ave,49.16436,-121.97421,0,108126
108127,Ashwell Rd at Westview Ave,49.16676,-121.97312,0,108127
108128,Hodgins Ave at Ashwell Rd,49.16913,-121.97077,0,108128
108129,Hodgins Ave at Newman Rd,49.16802,-121.9663,0,108129
108130,Hodgins Ave at Edward St,49.16711,-121.96255,0,108130
108131,Mary St at Ontario Ave,49.16897,-121.95975,0,108131
108214,Wells Rd at Evans Rd,49.13475,-121.97708,0,108214
108215,Wells Rd at Meadowlark St,49.13483,-121.97425,0,108215
108216,Richardson Ave at Circle Dr,49.13294,-121.9718,0,108216
108217,Spruce Dr at Rochester Ave,49.13136,-121.96888,0,108217
108218,Spruce Dr at Wiltshire St,49.13139,-121.96477,0,108218
108219,Britton Ave at Vedder Rd,49.13152,-121.95905,0,108219
108220,Sheffield Way at Britton Ave,49.13139,-121.95571,0,108220
108221,Sheffield Way at Lake Dr,49.12863,-121.95651,0,108221
108222,Stevenson Rd at Sheffield Way,49.12577,-121.9552,0,108222
108223,45700 Blk Stevenson Rd,49.12438,-121.95777,0,108223
124005,Stevenson Rd at Vedder Rd,49.12329,-121.95828,0,124005
108226,Wiltshire St at Stevenson Rd,49.12242,-121.96416,0,108226
108227,Wiltshire St at Perth Ave,49.12053,-121.96467,0,108227
108228,Wiltshire St at South Sumas Rd,49.11858,-121.96423,0,108228
124004,South Sumas Rd at Edson Dr,49.1184,-121.96724,0,124004
108230,South Sumas Rd at Tyson Rd,49.11837,-121.97504,0,108230
108232,Watson Rd at Tyson Rd,49.11111,-121.97514,0,108232
108233,Watson Rd at Arlington Dr,49.11115,-121.97067,0,108233
108235,Watson Rd at Vedder Rd,49.11125,-121.95906,0,108235
108237,Promontory Rd at Thomas Rd,49.1113,-121.95177,0,108237
108238,Promontory Rd at Chilliwack River Rd,49.11127,-121.94267,0,108238
124054,Teskey Way at Promontory Rd,49.10382,-121.93404,0,124054
124055,Teskey Way at Russell Rd,49.10385,-121.92996,0,124055
124056,Teskey Way at Jinkerson Rd,49.10478,-121.92742,0,124056
124057,Jinkerson Rd at Thom Creek Dr,49.10736,-121.92295,0,124057
124058,Jinkerson Rd at Skyline Dr,49.10857,-121.92001,0,124058
124059,Sylvan Dr at Vista Pl,49.10772,-121.91665,0,124059
124060,Sylvan Dr at Thom Creek Dr,49.10492,-121.91947,0,124060
124061,47000 Blk Sylvan Dr,49.10243,-121.92463,0,124061
124062,46800 Blk Sylvan Dr,49.10127,-121.92996,0,124062
124063,Sylvan Dr at Goldspring Pl,49.10024,-121.93325,0,124063
124013,Sylvan Dr at Highroad Cres,49.10025,-121.93627,0,124013
124012,Sylvan Dr at Teskey Rd,49.10032,-121.93992,0,124012
124071,Teskey Rd at Armstrong Pl,49.10207,-121.93976,0,124071
124070,Teskey Rd at Promontory Rd,49.10381,-121.93685,0,124070
124074,Hodgins Ave at School St,49.16668,-121.96054,0,124074
108147,Hodgins Ave at Mary St,49.16697,-121.96176,0,108147
108148,Hodgins Ave at Newman Rd,49.16806,-121.96625,0,108148
108149,Hodgins Ave at Mavis St,49.16886,-121.96953,0,108149
108150,Ashwell Rd at Westview Ave,49.16655,-121.97335,0,108150
108151,Ashwell Rd at Bernard Ave,49.16419,-121.97426,0,108151
108152,Ashwell Rd at Lazenby Rd,49.16198,-121.97459,0,108152
108153,Ashwell Rd at Trutch Ave,49.16057,-121.97601,0,108153
108154,8300 Blk Eagle Landing Pky,49.15438,-121.97836,0,108154
124067,8200 Blk Eagle Landing Pky,49.15061,-121.97686,0,124067
108156,Evans Rd at Commercial Crt,49.14811,-121.97692,0,108156
108157,Evans Rd at Yale Rd,49.14626,-121.97766,0,108157
108158,45200 Blk Knight Rd,49.13997,-121.97466,0,108158
108159,Knight Rd at Garnet Dr,49.13992,-121.97217,0,108159
108160,Knight Rd at Sapphire Dr,49.1398,-121.96931,0,108160
108161,Knight Rd at Topaz Dr,49.13973,-121.96746,0,108161
108114,Luckakuck Way at Topaz Dr,49.14072,-121.96583,0,108114
108187,Promontory Rd at Chester Dr,49.11073,-121.94184,0,108187
108188,Promontory Rd at Chilliwack River Rd,49.11134,-121.94429,0,108188
108189,Promontory Rd at Thomas Rd,49.11135,-121.95218,0,108189
108191,Watson Rd at Vedder Rd,49.1113,-121.95864,0,108191
108192,Watson Rd at Glenmore Dr,49.11123,-121.96616,0,108192
108193,Watson Rd at Arlington Dr,49.11119,-121.97078,0,108193
108194,Watson Rd at Tyson Rd,49.11116,-121.97518,0,108194
108195,Tyson Rd at Roseberry Rd,49.11403,-121.97636,0,108195
108196,Tyson Rd at Balmoral Ave,49.11575,-121.97633,0,108196
108197,South Sumas Rd at Tyson Rd,49.11832,-121.97466,0,108197
108198,South Sumas Rd at Edson Dr,49.11836,-121.96716,0,108198
108199,Wiltshire St at South Sumas Rd,49.1188,-121.96417,0,108199
108200,Wiltshire St at Perth Ave,49.12089,-121.9646,0,108200
108201,Wiltshire St at Stevenson Rd,49.12255,-121.96404,0,108201
108202,Stevenson Rd at Vedder Rd,49.12282,-121.95901,0,108202
108203,45700 Blk Stevenson Rd,49.12433,-121.95771,0,108203
108204,School Lane at Stevenson Rd,49.12608,-121.9547,0,108204
108205,Sheffield Way at Lake Dr,49.12822,-121.95645,0,108205
108206,Sheffield Way at Britton Ave,49.13102,-121.95576,0,108206
108207,Britton Ave at Gordon Dr,49.13185,-121.95743,0,108207
124080,Britton Ave at Vedder Rd,49.13139,-121.95936,0,124080
108208,Spruce Dr at Wiltshire St,49.13144,-121.9648,0,108208
108209,Spruce Dr at Rochester Ave,49.13141,-121.96901,0,108209
108210,Richardson Ave at Circle Dr,49.13272,-121.97171,0,108210
108211,Richardson Ave at Wells Rd,49.13459,-121.97179,0,108211
108212,Wells Rd at Meadowlark St,49.13486,-121.97463,0,108212
108213,Wells Rd at Evans Rd,49.1348,-121.97714,0,108213
108275,Evans Rd at Wells Rd,49.13531,-121.97762,0,108275
108265,Keith Wilson Rd at Carter Rd,49.10388,-121.98353,0,108265
124033,Keith Wilson Rd at Canterbury Dr,49.10388,-121.98593,0,124033
124034,Keith Wilson Rd at Lindys Dr,49.1039,-121.99008,0,124034
